-0.9853829519,-0.3381468736,-0.1578300061,-0.08699459986,-0.05387274073,-0.03624960804,-0.02591522867,-0.0193898058,-0.01502648828,-0.01197367724,-0.009758298164
-0.9849302152,-0.3380938041,-0.1578085454,-0.08698326091,-0.05386585007,-0.0362449787,-0.02591191874,-0.01938732813,-0.01502456721,-0.01197214578,-0.0097570496
-0.9841766864,-0.3380053978,-0.157773343,-0.08696456639,-0.05385436908,-0.03623726536,-0.02590640376,-0.01938319982,-0.01502136629,-0.01196959405,-0.009754969227
-0.9831239086,-0.3378817189,-0.1577240879,-0.08693840683,-0.05383830295,-0.03622647135,-0.02589868605,-0.01937742261,-0.01501688686,-0.01196602308,-0.009752057894
-0.9817740312,-0.3377228571,-0.1576608084,-0.08690479499,-0.05381765892,-0.03621260136,-0.02588876887,-0.01936999888,-0.01501113076,-0.01196143435,-0.009748316789
-0.980129799,-0.3375289276,-0.1575835405,-0.08686374724,-0.0537924463,-0.03619566138,-0.02587665642,-0.01936093175,-0.01500410036,-0.01195582974,-0.009743747437
-0.9781942894,-0.3373000706,-0.1574923285,-0.08681528359,-0.05376267644,-0.03617565873,-0.02586235381,-0.01935022498,-0.01499579858,-0.01194921154,-0.009738351705
-0.975971882,-0.3370364516,-0.1573872244,-0.08675942764,-0.05372836277,-0.03615260209,-0.0258458671,-0.01933788304,-0.01498622883,-0.01194158246,-0.009732131793
-0.9734667758,-0.3367382609,-0.1572682883,-0.08669620657,-0.05368952074,-0.03612650141,-0.02582720324,-0.01932391106,-0.01497539506,-0.01193294565,-0.00972509022
-0.9706839332,-0.3364057129,-0.157135588,-0.08662565113,-0.05364616783,-0.03609736798,-0.02580637013,-0.01930831488,-0.01496330172,-0.0119233046,-0.009717229895
-0.9676291148,-0.3360390439,-0.1569891989,-0.08654779562,-0.05359832357,-0.03606521441,-0.02578337656,-0.01929110092,-0.01494995385,-0.01191266332,-0.00970855401
-0.9643076778,-0.3356385224,-0.1568292053,-0.08646267786,-0.05354600948,-0.03603005458,-0.0257582322,-0.01927227647,-0.01493535693,-0.01190102615,-0.009699066106
-0.9607262916,-0.3352044314,-0.1566556956,-0.08637033915,-0.05348924908,-0.03599190362,-0.02573094778,-0.01925184931,-0.01491951699,-0.01188839787,-0.009688770055
-0.9568917589,-0.3347370799,-0.1564687685,-0.08627082428,-0.05342806789,-0.03595077819,-0.02570153477,-0.01922982795,-0.01490244057,-0.01187478365,-0.009677670056
-0.9528112694,-0.3342367997,-0.1562685314,-0.08616418145,-0.0533624934,-0.03590669594,-0.02567000558,-0.01920622156,-0.01488413469,-0.01186018906,-0.009665770638
-0.9484923683,-0.3337039446,-0.1560550962,-0.08605046226,-0.05329255512,-0.03585967591,-0.02563637352,-0.01918103996,-0.01486460692,-0.01184462009,-0.009653076655
-0.9439429236,-0.3331388901,-0.1558285829,-0.08592972169,-0.05321828436,-0.03580973838,-0.02560065277,-0.01915429362,-0.01484386529,-0.01182808312,-0.009639593283
-0.9391710926,-0.3325420327,-0.1555891186,-0.08580201802,-0.0531397144,-0.03575690488,-0.0255628584,-0.01912599367,-0.01482191837,-0.01181058492,-0.009625326021
-0.9341852887,-0.3319137894,-0.1553368373,-0.08566741281,-0.05305688044,-0.03570119818,-0.02552300634,-0.01909615188,-0.0147987752,-0.01179213265,-0.009610280686
-0.9289941477,-0.331254597,-0.1550718797,-0.08552597085,-0.05296981954,-0.03564264227,-0.02548111338,-0.01906478066,-0.0147744453,-0.01177273388,-0.009594463411
-0.9236064939,-0.330564912,-0.1547943933,-0.0853777601,-0.05287857062,-0.03558126235,-0.02543719717,-0.01903189303,-0.01474893871,-0.01175239654,-0.009577880643
-0.9180257719,-0.3298452091,-0.1545045319,-0.08522285169,-0.05278317445,-0.03551708484,-0.0253912762,-0.01899750267,-0.01472226593,-0.01173112895,-0.009560539142
-0.9122776903,-0.3290959814,-0.1542024558,-0.08506131978,-0.05268367357,-0.03545013732,-0.02534336978,-0.01896162385,-0.01469443793,-0.01170893983,-0.009542445972
-0.9063548365,-0.3283177392,-0.1538883314,-0.08489324161,-0.05258011236,-0.03538044855,-0.02529349807,-0.01892427147,-0.01466546617,-0.01168583825,-0.009523608505
-0.9002719986,-0.3275110096,-0.1535623311,-0.08471869738,-0.05247253676,-0.03530804845,-0.02524168205,-0.01888546104,-0.01463536258,-0.01166183366,-0.009504034415
-0.8940384591,-0.3266763357,-0.1532246333,-0.0845377702,-0.05236099499,-0.03523296808,-0.02518794347,-0.01884520864,-0.01460413953,-0.01163693588,-0.009483731671
-0.887663501,-0.3258142757,-0.1528754219,-0.08435054609,-0.05224553637,-0.03515523961,-0.0251323049,-0.01880353098,-0.01457180987,-0.01161115508,-0.009462708543
-0.8811563804,-0.3249254028,-0.1525148869,-0.08415711384,-0.05212621213,-0.03507489639,-0.02507478971,-0.01876044532,-0.01453838688,-0.01158450181,-0.009440973586
-0.8745263002,-0.3240103036,-0.1521432229,-0.08395756501,-0.05200307514,-0.03499197274,-0.02501542205,-0.01871596959,-0.01450388435,-0.01155698699,-0.009418535677
-0.8677823857,-0.3230695782,-0.1517606299,-0.08375199388,-0.05187617988,-0.03490650412,-0.02495422675,-0.01867012205,-0.01446831637,-0.0115286218,-0.009395403892
-0.8609336613,-0.3221038382,-0.1513673129,-0.08354049731,-0.05174558244,-0.03481852704,-0.02489122947,-0.01862292179,-0.01443169757,-0.01149941785,-0.009371587664
-0.8539890293,-0.3211137086,-0.1509634818,-0.08332317477,-0.05161134046,-0.03472807906,-0.02482645658,-0.01857438831,-0.01439404299,-0.01146938706,-0.00934709668
-0.8469572498,-0.3200998237,-0.1505493511,-0.08310012819,-0.0514735131,-0.03463519875,-0.02475993519,-0.01852454169,-0.01435536809,-0.01143854169,-0.009321940898
-0.8398469227,-0.3190628286,-0.1501251399,-0.08287146196,-0.05133216102,-0.03453992567,-0.02469169311,-0.01847340252,-0.01431568873,-0.01140689434,-0.009296130547
-0.8326664712,-0.3180033776,-0.1496910712,-0.08263728281,-0.05118734633,-0.03444230039,-0.02462175887,-0.01842099197,-0.01427502119,-0.01137445791,-0.009269676116
-0.825424127,-0.3169221335,-0.1492473725,-0.08239769978,-0.05103913258,-0.0343423644,-0.0245501617,-0.01836733162,-0.01423338212,-0.01134124562,-0.009242588355
-0.8181279169,-0.3158197674,-0.1487942748,-0.0821528241,-0.05088758468,-0.03424016016,-0.02447693142,-0.01831244364,-0.0141907886,-0.01130727103,-0.009214878269
